event_id,time,src,dst,country,event_type,label
431,9.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16606293,1
432,9.0,Citizen (Iraq),Unspecified Actor,Iraq,16606312,1
437,9.0,Farm Worker (Japan),Unspecified Actor,Japan,16601470,1
438,9.0,Citizen (Kenya),Unspecified Actor,Kenya,16601618,1
436,9.0,Protester (South Africa),Unspecified Actor,South Africa,16601465,1
395,9.0,Citizen (Italy),Unspecified Actor,Italy,16604294,1
394,9.0,Protester (Italy),Silvio Berlusconi,Italy,16604292,1
393,9.0,Protester (Italy),Legislature (Italy),Italy,16604291,1
392,9.0,Popular Movement,Head of Government (Italy),Morocco,16604293,1
391,9.0,Citizen (United States),Unspecified Actor,United States,16604212,1
417,9.0,Protester (United States),Unspecified Actor,United States,16605093,1
418,9.0,Citizen (Iraq),Unspecified Actor,Iraq,16605110,1
419,9.0,Citizen (Kyrgyzstan),Unspecified Actor,Kyrgyzstan,16605434,1
389,9.0,Islamic Action Front,Unspecified Actor,Jordan,16604163,1
390,9.0,Protester (United Kingdom),Military Personnel - Special (United Kingdom),United Kingdom,16604178,1
388,9.0,Farm Worker (India),Unspecified Actor,India,16604142,1
416,9.0,Citizen (Iraq),Unspecified Actor,Iraq,16605089,1
415,9.0,Student (United Kingdom),United Kingdom,United Kingdom,16605086,1
414,9.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,16605077,1
413,9.0,Citizen (Italy),Unspecified Actor,Italy,16605008,1
412,9.0,Muslim Brotherhood,Unspecified Actor,Egypt,16605004,1
411,9.0,Citizen (United Kingdom),Police (United Kingdom),United Kingdom,16604940,1
410,9.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,16604939,1
409,9.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16604938,1
408,9.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,16604838,1
407,9.0,Student (United Kingdom),United Kingdom,United Kingdom,16604837,1
406,9.0,Labor Union (South Korea),Unspecified Actor,South Korea,16604786,1
405,9.0,Activist (South Korea),Unspecified Actor,South Korea,16604785,1
404,9.0,Protester (Sahrawi people),Military Personnel - Special (Morocco),Western Sahara,16604770,1
403,9.0,Labor Union (South Korea),Unspecified Actor,South Korea,16604743,1
402,9.0,Activist (South Korea),Unspecified Actor,South Korea,16604742,1
401,9.0,Protester (Taiwan),Industry (Taiwan),Taiwan,16604733,1
400,9.0,Citizen (Morocco),Morocco,Morocco,16604695,1
399,9.0,Labor Union (Latvia),Unspecified Actor,Latvia,16604694,1
398,9.0,Farm Worker (Japan),Government (Japan),Japan,16604451,1
397,9.0,Citizen (Israel),Israel,Israel,16604371,1
396,9.0,Education (New Zealand),Unspecified Actor,New Zealand,16604354,1
434,9.0,Citizen (India),Unspecified Actor,India,16601341,1
433,9.0,Activist (South Korea),Unspecified Actor,South Korea,16601314,1
435,9.0,Protester (New Zealand),Unspecified Actor,New Zealand,16601375,1
427,9.0,Citizen (Jordan),Unspecified Actor,Jordan,16606187,1
448,10.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,16609363,1
449,10.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,16609364,1
450,10.0,Protester (United Kingdom),Police (United Kingdom),United Kingdom,16609427,1
447,10.0,Citizen (France),Unspecified Actor,France,16609098,1
444,10.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,16609019,1
445,10.0,Protester (Taiwan),Industry (Taiwan),Taiwan,16609052,1
446,10.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16609094,1
440,10.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,16608844,1
439,10.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16608782,1
441,10.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,16608843,1
442,10.0,Student (United Kingdom),United Kingdom,United Kingdom,16608946,1
443,10.0,Student (United Kingdom),Government (United Kingdom),United Kingdom,16608994,1
488,10.0,Protester (South Korea),Unspecified Actor,South Korea,16606511,1
489,10.0,Activist (South Korea),Unspecified Actor,South Korea,16606512,1
490,10.0,Student (United States),Unspecified Actor,United States,16606591,1
487,10.0,Citizen (Iraq),Unspecified Actor,Iraq,16606467,1
491,10.0,Student (Brazil),Unspecified Actor,Brazil,16606691,1
486,10.0,Activist (New Zealand),Unspecified Actor,New Zealand,16606462,1
485,10.0,Protester (United Kingdom),Police (United Kingdom),United Kingdom,16610813,1
484,10.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16610812,1
483,10.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16610734,1
482,10.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16610681,1
481,10.0,Armed Gang (Yemen),Yemeni Armed Forces,Yemen,16610545,1
480,10.0,Citizen (Yemen),Unspecified Actor,Yemen,16610544,1
479,10.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16610540,1
478,10.0,Protester (United Kingdom),Police (United Kingdom),United Kingdom,16610541,1
477,10.0,Children (Nigeria),Unspecified Actor,Nigeria,16610529,1
476,10.0,Citizen (South Korea),Unspecified Actor,South Korea,16610411,1
460,10.0,Protester (Poland),Unspecified Actor,Poland,16609570,1
461,10.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,16609782,1
462,10.0,Separatist (Yemen),Other Authorities / Officials (Yemen),Yemen,16609964,1
463,10.0,Protester (Yemen),Yemeni Armed Forces,Yemen,16609965,1
464,10.0,Armed Band (Yemen),Yemeni Armed Forces,Yemen,16609966,1
465,10.0,Citizen (South Korea),Unspecified Actor,South Korea,16610001,1
466,10.0,Citizen (South Korea),Unspecified Actor,South Korea,16610017,1
467,10.0,Protester (Sahrawi people),Military Personnel - Special (Morocco),Western Sahara,16610073,1
468,10.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,16610094,1
469,10.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16610096,1
470,10.0,Anders Borg,European Union,Sweden,16610181,1
459,10.0,Iraqi National Movement,Unspecified Actor,Iraq,16609558,1
455,10.0,Citizen (Poland),Unspecified Actor,Poland,16609507,1
458,10.0,Member of Parliament (Iraq),Unspecified Actor,Iraq,16609542,1
457,10.0,Citizen (Iraq),Unspecified Actor,Iraq,16609541,1
456,10.0,Party Member (Afghanistan),Election Commission (Afghanistan),Afghanistan,16609509,1
475,10.0,Protester (South Korea),Unspecified Actor,South Korea,16610359,1
474,10.0,Civic Group (South Korea),Unspecified Actor,South Korea,16610358,1
473,10.0,Protester (United Kingdom),Police (United Kingdom),United Kingdom,16610330,1
472,10.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,16610303,1
471,10.0,Protester (Kyrgyzstan),Unspecified Actor,Kyrgyzstan,16610272,1
454,10.0,Protester (Poland),Unspecified Actor,Poland,16609506,1
453,10.0,Citizen (Greece),Legislature (Greece),Greece,16609443,1
452,10.0,Student (Greece),Unspecified Actor,Greece,16609442,1
451,10.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16609426,1
511,11.0,Protester (South Korea),Unspecified Actor,South Korea,16613705,1
510,11.0,Civic Group (South Korea),Unspecified Actor,South Korea,16613704,1
509,11.0,Citizen (India),Sonia Ghandi,India,16613642,1
508,11.0,Member of Parliament (India),Sonia Ghandi,India,16613641,1
512,11.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,16613765,1
513,11.0,Democratic Progressive Party,Unspecified Actor,Taiwan,16613879,1
514,11.0,"Protester (Palestinian Territory, Occupied)",Israel,Occupied Palestinian Territory,16613915,1
515,11.0,Korean Confederation of Trade Unions,South Korea,South Korea,16613944,1
519,11.0,Protester (Western Sahara),Military Personnel - Special (Western Sahara),Western Sahara,16613987,1
518,11.0,Human Rights Activist (Congo),Police (Congo),Congo,16613984,1
517,11.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,16613971,1
538,11.0,Citizen (Kyrgyzstan),Unspecified Actor,Kyrgyzstan,16611045,1
539,11.0,Men (United Kingdom),Police (United Kingdom),United Kingdom,16611051,1
536,11.0,Protester (South Korea),Unspecified Actor,South Korea,16610842,1
537,11.0,Protester (Madagascar),Police (Madagascar),Madagascar,16611007,1
535,11.0,Protester (South Korea),Unspecified Actor,South Korea,16610841,1
523,11.0,Citizen (Russia),Unspecified Actor,Russian Federation,16614127,1
522,11.0,People Associated with the Opposition (Jordan),Unspecified Actor,Jordan,16614118,1
521,11.0,Protester (Western Sahara),Military Personnel - Special (Morocco),Western Sahara,16613997,1
516,11.0,Protester (South Korea),Government (South Korea),South Korea,16613945,1
520,11.0,Protester (Western Sahara),Military Personnel - Special (Morocco),Western Sahara,16613996,1
524,11.0,Protester (Russia),Police (Russia),Russian Federation,16614128,1
525,11.0,National United Front for Democracy Against Dictatorship,Unspecified Actor,Thailand,16614212,1
526,11.0,Shiv Sena,Unspecified Actor,India,16614241,1
527,11.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16614319,1
528,11.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16614320,1
529,11.0,Iraqi National Movement,Unspecified Actor,Iraq,16614336,1
530,11.0,Citizen (Pakistan),Unspecified Actor,Pakistan,16614490,1
531,11.0,Citizen (Kyrgyzstan),Legislature (Kyrgyzstan),Kyrgyzstan,16614573,1
532,11.0,Citizen (Kyrgyzstan),Media Personnel (Kyrgyzstan),Kyrgyzstan,16614574,1
533,11.0,Citizen (Iraq),Unspecified Actor,Iraq,16614731,1
534,11.0,Protester (South Korea),Police (South Korea),South Korea,16610840,1
544,11.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,16612983,1
543,11.0,Protester (Russia),Unspecified Actor,Russian Federation,16611219,1
541,11.0,Citizen (Russia),Unspecified Actor,Russian Federation,16611217,1
542,11.0,Citizen (Russia),Unspecified Actor,Russian Federation,16611218,1
540,11.0,Citizen (Russia),Unspecified Actor,Russian Federation,16611215,1
497,11.0,Citizen (Czech Republic),Unspecified Actor,Czech Republic,16613106,1
498,11.0,Citizen (Czech Republic),Unspecified Actor,Czech Republic,16613113,1
499,11.0,Citizen (Turkey),Unspecified Actor,Turkey,16613154,1
503,11.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,16613346,1
502,11.0,Islamic Action Front,Unspecified Actor,Jordan,16613232,1
501,11.0,People Associated with the Opposition (Jordan),Unspecified Actor,Jordan,16613231,1
500,11.0,Citizen (Turkey),Unspecified Actor,Turkey,16613155,1
507,11.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,16613531,1
506,11.0,Activist (United States),Unspecified Actor,United States,16613513,1
505,11.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,16613398,1
504,11.0,Employee (India),Unspecified Actor,India,16613369,1
495,11.0,Citizen (Czech Republic),Jirí Cunek,Czech Republic,16613105,1
494,11.0,Protester (Russia),Unspecified Actor,Russian Federation,16613034,1
493,11.0,Student (Jordan),Unspecified Actor,Jordan,16613014,1
492,11.0,Student (Jordan),Unspecified Actor,Jordan,16613013,1
496,11.0,Protester (Czech Republic),Unspecified Actor,Czech Republic,16613107,1
548,12.0,National Union Party (United Kingdom),Labor Union (United Kingdom),United Kingdom,16616363,1
545,12.0,10 Downing Street,Professor (United Kingdom),United Kingdom,16616361,1
546,12.0,10 Downing Street,Government (United Kingdom),United Kingdom,16616362,1
549,12.0,Student (United Kingdom),Conservative Party,United Kingdom,16616384,1
550,12.0,Protester (India),Unspecified Actor,India,16616405,1
547,12.0,Student Dissident (United Kingdom),Conservative Party (United Kingdom),United Kingdom,16616364,1
555,12.0,Citizen (Japan),Unspecified Actor,Japan,16616598,1
554,12.0,Democratic Progressive Party,Unspecified Actor,Malawi,16616565,1
553,12.0,Member of Parliament (Iraq),Unspecified Actor,Iraq,16616437,1
552,12.0,Civic Group (India),Unspecified Actor,India,16616415,1
551,12.0,Protester (India),Police (India),India,16616406,1
566,12.0,Protester (Taiwan),Taiwan,Taiwan,16617190,1
565,12.0,Citizen (Japan),Unspecified Actor,Japan,16617122,1
564,12.0,Citizen (India),Unspecified Actor,India,16617120,1
563,12.0,Citizen (Myanmar),Unspecified Actor,Myanmar,16617106,1
562,12.0,Citizen (Myanmar),Unspecified Actor,Myanmar,16617104,1
561,12.0,People Associated with the Opposition (Jordan),Unspecified Actor,Jordan,16616964,1
560,12.0,Opposition Activist (Bangladesh),Head of Government (Bangladesh),Bangladesh,16616896,1
559,12.0,Citizen (Thailand),Unspecified Actor,Thailand,16616854,1
558,12.0,Citizen (Kyrgyzstan),Unspecified Actor,Kyrgyzstan,16616743,1
557,12.0,Citizen (Indonesia),Unspecified Actor,Indonesia,16616664,1
556,12.0,Citizen (Japan),Unspecified Actor,Japan,16616635,1
580,12.0,Activist (Bangladesh Nationalist Party),Khaleda Zia,Bangladesh,16617637,1
579,12.0,Protester (Japan),Unspecified Actor,Japan,16617549,1
578,12.0,Polisario Front,Morocco,Morocco,16617500,1
577,12.0,Citizen (Germany),Unspecified Actor,Germany,16617492,1
576,12.0,Citizen (Germany),Unspecified Actor,Germany,16617491,1
575,12.0,Immigrants (Italy),Unspecified Actor,Italy,16617425,1
574,12.0,Citizen (Spain),Police (Morocco),Spain,16617378,1
573,12.0,Protester (Bangladesh),Police (Bangladesh),Bangladesh,16617341,1
572,12.0,Citizen (Germany),Angela Merkel,Germany,16617335,1
587,12.0,Activist (China),Police (China),China,16614791,1
586,12.0,Activist (China),Police (China),China,16614790,1
585,12.0,Employee (India),Unspecified Actor,India,16617652,1
584,12.0,Activist (Bangladesh Nationalist Party),Khaleda Zia,Bangladesh,16617644,1
583,12.0,Activist (Bangladesh Nationalist Party),Police (Bangladesh),Bangladesh,16617641,1
582,12.0,Activist (Bangladesh Nationalist Party),Khaleda Zia,Bangladesh,16617640,1
581,12.0,Activist (Bangladesh Nationalist Party),Police (Bangladesh),Bangladesh,16617638,1
567,12.0,Protester (Russia),Unspecified Actor,Russian Federation,16617224,1
568,12.0,Citizen (Russia),Unspecified Actor,Russian Federation,16617225,1
591,12.0,National League for Democracy,Unspecified Actor,Myanmar,16614877,1
590,12.0,Opposition Activist (Bangladesh),Unspecified Actor,Bangladesh,16614875,1
589,12.0,Activist (Bangladesh),Unspecified Actor,Bangladesh,16614874,1
600,12.0,Citizen (Iraq),Unspecified Actor,Iraq,16616340,1
597,12.0,Student (Brazil),Unspecified Actor,Brazil,16614989,1
569,12.0,Citizen (Spain),Morocco,Spain,16617275,1
570,12.0,Citizen (Spain),Morocco,Spain,16617276,1
571,12.0,Citizen (Germany),Unspecified Actor,Germany,16617336,1
596,12.0,Student (Brazil),Unspecified Actor,Brazil,16614964,1
594,12.0,Protester (Armenia),Unspecified Actor,Armenia,16614895,1
595,12.0,Citizen (Mexico),Unspecified Actor,Mexico,16614936,1
588,12.0,Party President (India),Unspecified Actor,India,16614800,1
598,12.0,Protester (Italy),Unspecified Actor,Italy,16616329,1
599,12.0,Citizen (Lebanon),Public Courts (Lebanon),Lebanon,16616330,1
593,12.0,Protester (Armenia),Unspecified Actor,Armenia,16614894,1
592,12.0,Armenian National Congress,Armenia,Armenia,16614893,1
601,13.0,Citizen (Russia),Activist (Russia),Russian Federation,16618914,1
603,13.0,Employee (India),Sonia Ghandi,India,16619247,1
602,13.0,Citizen (Russia),Unspecified Actor,Russian Federation,16618998,1
630,13.0,Citizen (Bangladesh),Unspecified Actor,Bangladesh,16617851,1
631,13.0,Activist (Bangladesh),Unspecified Actor,Bangladesh,16617853,1
629,13.0,Citizen (Japan),China,Japan,16617839,1
632,13.0,Activist (Bangladesh Nationalist Party),Police (Bangladesh),Bangladesh,16617854,1
635,13.0,Protester (Bangladesh),Police (Bangladesh),Bangladesh,16618880,1
634,13.0,Bangladesh Nationalist Party,Unspecified Actor,Bangladesh,16617873,1
633,13.0,Political Parties (India),Unspecified Actor,India,16617861,1
636,13.0,Citizen (Iraq),Unspecified Actor,Iraq,16618890,1
639,13.0,People Associated with the Opposition (Madagascar),Unspecified Actor,Madagascar,16618907,1
638,13.0,Hezbollah,Unspecified Actor,Lebanon,16618894,1
637,13.0,Iyad Allawi,Head of Government (Iraq),Iraq,16618892,1
617,13.0,Activist (Bangladesh Nationalist Party),Khaleda Zia,Bangladesh,16619776,1
616,13.0,Activist (Bangladesh Nationalist Party),Bangladesh Nationalist Party,Bangladesh,16619775,1
615,13.0,Protester (Bangladesh),Police (Bangladesh),Bangladesh,16619774,1
614,13.0,Citizen (Myanmar),Unspecified Actor,Myanmar,16619669,1
613,13.0,Citizen (Iran),Terrorist Leader (Al Qaeda),Iran,16619650,1
608,13.0,Bangladesh Nationalist Party,Unspecified Actor,Bangladesh,16619403,1
609,13.0,Opposition Activist (Bangladesh),Unspecified Actor,Bangladesh,16619402,1
610,13.0,Citizen (Bangladesh),Police (Bangladesh),Bangladesh,16619500,1
611,13.0,Activist (Bangladesh Nationalist Party),Bangladesh Nationalist Party,Bangladesh,16619501,1
612,13.0,Activist (Bangladesh Nationalist Party),Khaleda Zia,Bangladesh,16619502,1
618,13.0,Opposition Activist (Bangladesh),Police (Bangladesh),Bangladesh,16619773,1
619,13.0,Citizen (Spain),Morocco,Spain,16619903,1
620,13.0,Protester (Spain),Morocco,Spain,16619904,1
621,13.0,Citizen (Italy),Unspecified Actor,Italy,16619973,1
622,13.0,Activist (Bangladesh),Police (Bangladesh),Bangladesh,16619982,1
623,13.0,Citizen (India),Unspecified Actor,India,16617687,1
624,13.0,Activist (Janata Dal),Unspecified Actor,India,16617689,1
625,13.0,Protester (Bangladesh),Police (Bangladesh),Bangladesh,16617728,1
626,13.0,Protester (Bangladesh),Police (Bangladesh),Bangladesh,16617738,1
627,13.0,Protester (Bangladesh),Police (Bangladesh),Bangladesh,16617762,1
628,13.0,Protester (Bangladesh),Police (Bangladesh),Bangladesh,16617761,1
604,13.0,Activist (India),India,India,16619248,1
605,13.0,Citizen (Myanmar),Unspecified Actor,Myanmar,16619289,1
606,13.0,Citizen (Spain),Morocco,Spain,16619340,1
607,13.0,Protester (Spain),Morocco,Spain,16619341,1
640,14.0,Indigenous People (Sudan),Unspecified Actor,Sudan,16622307,1
641,14.0,Employee (South Korea),South Korea,South Korea,16622343,1
642,14.0,Protester (South Korea),Police (South Korea),South Korea,16622344,1
643,14.0,Protester (Japan),Unspecified Actor,Japan,16622357,1
644,14.0,Women (China),Government (China),China,16622391,1
661,14.0,Protester (Haiti),Peacekeeping Troop (United Nations),Haiti,16623899,1
663,14.0,Protester (Guinea),Military Personnel - Special (Guinea),Guinea,16623954,1
662,14.0,Protester (United States),Unspecified Actor,United States,16623951,1
669,14.0,Citizen (Japan),China,Japan,16620045,1
670,14.0,Citizen (Haiti),United Nations,Haiti,16620369,1
671,14.0,Protester (Senegal),Senegal,Senegal,16622228,1
664,14.0,Protester (Haiti),Unspecified Actor,Haiti,16623963,1
665,14.0,Student (United Kingdom),Unspecified Actor,United Kingdom,16623983,1
666,14.0,Bangladesh Nationalist Party,Khaleda Zia,Bangladesh,16620034,1
